objectId,nbErrors,errorsTypes,errorsMessages
o21320,6,"type,type,required,required,required,required",$.details.more_information: object a été trouvé     mais array est attendu    $.details.need_to_know: object a été trouvé     mais array est attendu    $.expanded_links.organisations[0].base_path est un champ obligatoire mais manquant    $.expanded_links.organisations[0].content_id est un champ obligatoire mais manquant    $.expanded_links.organisations[1].base_path est un champ obligatoire mais manquant$.expanded_links.organisations[1].content_id est un champ obligatoire mais manquant
o21176,2,"required,required",$.links.primary_publishing_organisation[0].base_path est un champ obligatoire mais manquant$.links.primary_publishing_organisation[0].content_id est un champ obligatoire mais manquant
o21303,3,"maxItems,maxItems,maxItems",$.links.government: doit avoir un maximum de 1 éléments dans le tableau    $.links.parent: doit avoir un maximum de 1 éléments dans le tableau$.links.primary_publishing_organisation: doit avoir un maximum de 1 éléments dans le tableau
o21356,3,"required,required,required",$.expanded_links.available_translations[0].base_path est un champ obligatoire mais manquant    $.expanded_links.available_translations[1].base_path est un champ obligatoire mais manquant$.expanded_links.available_translations[2].base_path est un champ obligatoire mais manquant
o65891,54,"additionalProperties,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties,required,additionalProperties,required,required,additionalProperties,required,required,additionalProperties",$.initializeParams.capabilities.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.initializeResult.capabilities.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.didChangeTextDocumentParams.contentChanges[0].range.start.line est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[0].range.start.character est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[0].range.start.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.didChangeTextDocumentParams.contentChanges[0].range.end.line est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[0].range.end.character est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[0].range.end.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.didChangeTextDocumentParams.contentChanges[1].range.start.line est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[1].range.start.character est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[1].range.start.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.didChangeTextDocumentParams.contentChanges[1].range.end.line est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[1].range.end.character est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[1].range.end.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.didChangeTextDocumentParams.contentChanges[3].range.start.line est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[3].range.start.character est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[3].range.start.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.didChangeTextDocumentParams.contentChanges[3].range.end.line est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[3].range.end.character est un champ obligatoire mais manquant    $.didChangeTextDocumentParams.contentChanges[3].range.end.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.publishDiagnosticsParams.diagnostics[0].range.start est un champ obligatoire mais manquant    $.publishDiagnosticsParams.diagnostics[0].range.end est un champ obligatoire mais manquant    $.publishDiagnosticsParams.diagnostics[0].range.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.publishDiagnosticsParams.diagnostics[1].range.start est un champ obligatoire mais manquant    $.publishDiagnosticsParams.diagnostics[1].range.end est un champ obligatoire mais manquant    $.publishDiagnosticsParams.diagnostics[1].range.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.codeActionParams.textDocument.uri est un champ obligatoire mais manquant    $.codeActionParams.textDocument.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.codeActionParams.range.start est un champ obligatoire mais manquant    $.codeActionParams.range.end est un champ obligatoire mais manquant    $.codeActionParams.range.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.codeActionParams.context.diagnostics[0].range.start est un champ obligatoire mais manquant    $.codeActionParams.context.diagnostics[0].range.end est un champ obligatoire mais manquant    $.codeActionParams.context.diagnostics[0].range.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.codeActionParams.context.diagnostics[1].range.start est un champ obligatoire mais manquant    $.codeActionParams.context.diagnostics[1].range.end est un champ obligatoire mais manquant    $.codeActionParams.context.diagnostics[1].range.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.codeActionParams.context.diagnostics[2].range.start est un champ obligatoire mais manquant    $.codeActionParams.context.diagnostics[2].range.end est un champ obligatoire mais manquant    $.codeActionParams.context.diagnostics[2].range.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.codeActionParams.context.diagnostics[3].range.start est un champ obligatoire mais manquant    $.codeActionParams.context.diagnostics[3].range.end est un champ obligatoire mais manquant    $.codeActionParams.context.diagnostics[3].range.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.codeActionParams.context.diagnostics[4].range.start est un champ obligatoire mais manquant    $.codeActionParams.context.diagnostics[4].range.end est un champ obligatoire mais manquant    $.codeActionParams.context.diagnostics[4].range.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.documentFormattingParams.textDocument.uri est un champ obligatoire mais manquant    $.documentFormattingParams.textDocument.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.documentRangeFormattingParams.range.start.line est un champ obligatoire mais manquant    $.documentRangeFormattingParams.range.start.character est un champ obligatoire mais manquant    $.documentRangeFormattingParams.range.start.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires    $.documentRangeFormattingParams.range.end.line est un champ obligatoire mais manquant    $.documentRangeFormattingParams.range.end.character est un champ obligatoire mais manquant$.documentRangeFormattingParams.range.end.description nest pas défini dans le schéma et le schéma nautorise pas de propriétés supplémentaires
o21216,2,"maxItems,minItems",$.expanded_links.parent: doit avoir un maximum de 1 éléments dans le tableau$.links.field_of_operation: doit contenir au moins 1 éléments
o21400,1,maxItems,$.expanded_links.parent: doit avoir un maximum de 1 éléments dans le tableau
o21244,5,"required,required,required,maxItems,maxItems",$.expanded_links.meets_user_needs[0].base_path est un champ obligatoire mais manquant    $.expanded_links.meets_user_needs[1].base_path est un champ obligatoire mais manquant    $.expanded_links.meets_user_needs[2].base_path est un champ obligatoire mais manquant    $.expanded_links.parent: doit avoir un maximum de 1 éléments dans le tableau$.expanded_links.primary_publishing_organisation: doit avoir un maximum de 1 éléments dans le tableau
o21276,1,required,$.expanded_links.primary_publishing_organisation[0].base_path est un champ obligatoire mais manquant
o80235,13,"required,required,required,required,required,required,required,required,required,required,required,required,required",$.privacy.network.networkPredictionEnabled.onChange est un champ obligatoire mais manquant    $.privacy.services.alternateErrorPagesEnabled.onChange est un champ obligatoire mais manquant    $.privacy.services.autofillEnabled.onChange est un champ obligatoire mais manquant    $.privacy.services.safeBrowsingEnabled.onChange est un champ obligatoire mais manquant    $.privacy.services.searchSuggestEnabled.onChange est un champ obligatoire mais manquant    $.privacy.services.spellingServiceEnabled.onChange est un champ obligatoire mais manquant    $.privacy.websites.hyperlinkAuditingEnabled.onChange est un champ obligatoire mais manquant    $.privacy.websites.referrersEnabled.onChange est un champ obligatoire mais manquant    $.privacy.websites.thirdPartyCookiesAllowed.onChange est un champ obligatoire mais manquant    $.proxy.settings.clear est un champ obligatoire mais manquant    $.proxy.settings.get est un champ obligatoire mais manquant    $.proxy.settings.set est un champ obligatoire mais manquant$.proxy.settings.onChange est un champ obligatoire mais manquant
o71475,5,"required,required,required,required,required",$.data.message.node.api.getLocation.parameters est un champ obligatoire mais manquant    $.data.message.node.api.getLocation.returns est un champ obligatoire mais manquant    $.data.message.node.api.getStatus.parameters est un champ obligatoire mais manquant    $.data.message.node.api.getStatus.returns est un champ obligatoire mais manquant$.data.message.node.api.returns est un champ obligatoire mais manquant
o21300,2,"maxItems,maxItems",$.expanded_links.parent: doit avoir un maximum de 1 éléments dans le tableau$.expanded_links.primary_publishing_organisation: doit avoir un maximum de 1 éléments dans le tableau
o21316,5,"required,required,required,required,maxItems",$.expanded_links.facet_groups[0].content_id est un champ obligatoire mais manquant    $.expanded_links.facet_groups[1].content_id est un champ obligatoire mais manquant    $.expanded_links.facet_groups[2].content_id est un champ obligatoire mais manquant    $.expanded_links.facet_groups[3].content_id est un champ obligatoire mais manquant$.expanded_links.primary_publishing_organisation: doit avoir un maximum de 1 éléments dans le tableau
o39751,1,format,$.support.email: ne correspond pas à Q7K@RqPrYDDQjIoxTOsqvKoxE.iqkt du modèle email
o62922,7,"minItems,minItems,minItems,minItems,minItems,minItems,minItems",$.ContactPersons[0].Roles: doit contenir au moins 1 éléments    $.ContactPersons[1].Roles: doit contenir au moins 1 éléments    $.ContactGroups[0].Roles: doit contenir au moins 1 éléments    $.ContactGroups[1].Roles: doit contenir au moins 1 éléments    $.ContactGroups[2].Roles: doit contenir au moins 1 éléments    $.ContactGroups[3].Roles: doit contenir au moins 1 éléments$.ContactGroups[4].Roles: doit contenir au moins 1 éléments
o90970,1,type,$.ad__f.image: object a été trouvé     mais string est attendu
o21280,135,"type,type,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required",$.details.more_information: object a été trouvé     mais array est attendu    $.details.need_to_know: object a été trouvé     mais array est attendu    $.expanded_links.available_translations[0].base_path est un champ obligatoire mais manquant    $.expanded_links.available_translations[0].content_id est un champ obligatoire mais manquant    $.expanded_links.available_translations[0].locale est un champ obligatoire mais manquant    $.expanded_links.available_translations[1].base_path est un champ obligatoire mais manquant    $.expanded_links.available_translations[1].content_id est un champ obligatoire mais manquant    $.expanded_links.available_translations[1].locale est un champ obligatoire mais manquant    $.expanded_links.available_translations[2].base_path est un champ obligatoire mais manquant    $.expanded_links.available_translations[2].content_id est un champ obligatoire mais manquant    $.expanded_links.available_translations[2].locale est un champ obligatoire mais manquant    $.expanded_links.available_translations[3].base_path est un champ obligatoire mais manquant    $.expanded_links.available_translations[3].content_id est un champ obligatoire mais manquant    $.expanded_links.available_translations[3].locale est un champ obligatoire mais manquant    $.expanded_links.child_taxons[0].base_path est un champ obligatoire mais manquant    $.expanded_links.child_taxons[0].content_id est un champ obligatoire mais manquant    $.expanded_links.child_taxons[0].locale est un champ obligatoire mais manquant    $.expanded_links.children[0].base_path est un champ obligatoire mais manquant    $.expanded_links.children[0].content_id est un champ obligatoire mais manquant    $.expanded_links.children[0].locale est un champ obligatoire mais manquant    $.expanded_links.children[1].base_path est un champ obligatoire mais manquant    $.expanded_links.children[1].content_id est un champ obligatoire mais manquant    $.expanded_links.children[1].locale est un champ obligatoire mais manquant    $.expanded_links.children[2].base_path est un champ obligatoire mais manquant    $.expanded_links.children[2].content_id est un champ obligatoire mais manquant    $.expanded_links.children[2].locale est un champ obligatoire mais manquant    $.expanded_links.document_collections[0].base_path est un champ obligatoire mais manquant    $.expanded_links.document_collections[0].content_id est un champ obligatoire mais manquant    $.expanded_links.document_collections[0].locale est un champ obligatoire mais manquant    $.expanded_links.facet_groups[0].content_id est un champ obligatoire mais manquant    $.expanded_links.facet_groups[0].locale est un champ obligatoire mais manquant    $.expanded_links.facet_values[0].content_id est un champ obligatoire mais manquant    $.expanded_links.facet_values[0].locale est un champ obligatoire mais manquant    $.expanded_links.facet_values[1].content_id est un champ obligatoire mais manquant    $.expanded_links.facet_values[1].locale est un champ obligatoire mais manquant    $.expanded_links.facet_values[2].content_id est un champ obligatoire mais manquant    $.expanded_links.facet_values[2].locale est un champ obligatoire mais manquant    $.expanded_links.facet_values[3].content_id est un champ obligatoire mais manquant    $.expanded_links.facet_values[3].locale est un champ obligatoire mais manquant    $.expanded_links.facet_values[4].content_id est un champ obligatoire mais manquant    $.expanded_links.facet_values[4].locale est un champ obligatoire mais manquant    $.expanded_links.finder[0].base_path est un champ obligatoire mais manquant    $.expanded_links.finder[0].content_id est un champ obligatoire mais manquant    $.expanded_links.finder[0].locale est un champ obligatoire mais manquant    $.expanded_links.finder[1].base_path est un champ obligatoire mais manquant    $.expanded_links.finder[1].content_id est un champ obligatoire mais manquant    $.expanded_links.finder[1].locale est un champ obligatoire mais manquant    $.expanded_links.finder[2].base_path est un champ obligatoire mais manquant    $.expanded_links.finder[2].content_id est un champ obligatoire mais manquant    $.expanded_links.finder[2].locale est un champ obligatoire mais manquant    $.expanded_links.finder[3].base_path est un champ obligatoire mais manquant    $.expanded_links.finder[3].content_id est un champ obligatoire mais manquant    $.expanded_links.finder[3].locale est un champ obligatoire mais manquant    $.expanded_links.finder[4].base_path est un champ obligatoire mais manquant    $.expanded_links.finder[4].content_id est un champ obligatoire mais manquant    $.expanded_links.finder[4].locale est un champ obligatoire mais manquant    $.expanded_links.level_one_taxons[0].base_path est un champ obligatoire mais manquant    $.expanded_links.level_one_taxons[0].content_id est un champ obligatoire mais manquant    $.expanded_links.level_one_taxons[0].locale est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[0].base_path est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[0].content_id est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[0].locale est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[1].base_path est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[1].content_id est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[1].locale est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[2].base_path est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[2].content_id est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[2].locale est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[3].base_path est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[3].content_id est un champ obligatoire mais manquant    $.expanded_links.mainstream_browse_pages[3].locale est un champ obligatoire mais manquant    $.expanded_links.ordered_related_items[0].base_path est un champ obligatoire mais manquant    $.expanded_links.ordered_related_items[0].content_id est un champ obligatoire mais manquant    $.expanded_links.ordered_related_items[1].base_path est un champ obligatoire mais manquant    $.expanded_links.ordered_related_items[1].content_id est un champ obligatoire mais manquant    $.expanded_links.ordered_related_items[2].base_path est un champ obligatoire mais manquant    $.expanded_links.ordered_related_items[2].content_id est un champ obligatoire mais manquant    $.expanded_links.ordered_related_items[3].base_path est un champ obligatoire mais manquant    $.expanded_links.ordered_related_items[3].content_id est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[0].base_path est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[0].content_id est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[0].locale est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[1].base_path est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[1].content_id est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[1].locale est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[2].base_path est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[2].content_id est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[2].locale est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[3].base_path est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[3].content_id est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[3].locale est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[4].base_path est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[4].content_id est un champ obligatoire mais manquant    $.expanded_links.part_of_step_navs[4].locale est un champ obligatoire mais manquant    $.expanded_links.role_appointments[0].links.xild[0].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[0].links.xild[1].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[0].links.xild[2].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[0].links.xild[3].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[0].links.qtdxcprd[0].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[0].links.voslvjgaep[0].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[0].links.voslvjgaep[1].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].locale est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.f[0].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.f[1].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.f[2].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.rzf_fyl[0].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.rzf_fyl[1].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.rzf_fyl[2].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.rzf_fyl[3].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.xvgedtbbek[0].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.xvgedtbbek[1].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.xvgedtbbek[2].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.xvgedtbbek[3].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.xvgedtbbek[4].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.xrs[0].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.xrs[1].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.xrs[2].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.xrs[3].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.o[0].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.o[1].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.o[2].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[1].links.o[3].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[2].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[2].locale est un champ obligatoire mais manquant    $.expanded_links.role_appointments[3].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[3].locale est un champ obligatoire mais manquant    $.expanded_links.role_appointments[3].links.srwy[0].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[3].links.srwy[1].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[3].links.srwy[2].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[3].links.aq_qsqgfyo[0].content_id est un champ obligatoire mais manquant    $.expanded_links.role_appointments[3].links.aq_qsqgfyo[1].content_id est un champ obligatoire mais manquant    $.expanded_links.taxons[0].base_path est un champ obligatoire mais manquant    $.expanded_links.taxons[0].content_id est un champ obligatoire mais manquant$.expanded_links.taxons[0].locale est un champ obligatoire mais manquant
o21364,17,"maxItems,maxItems,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required",$.expanded_links.parent: doit avoir un maximum de 1 éléments dans le tableau    $.expanded_links.primary_publishing_organisation: doit avoir un maximum de 1 éléments dans le tableau    $.expanded_links.topic_taxonomy_taxons[0].base_path est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[0].content_id est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[0].locale est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[1].base_path est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[1].content_id est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[1].locale est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[2].base_path est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[2].content_id est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[2].locale est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[3].base_path est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[3].content_id est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[3].locale est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[4].base_path est un champ obligatoire mais manquant    $.expanded_links.topic_taxonomy_taxons[4].content_id est un champ obligatoire mais manquant$.expanded_links.topic_taxonomy_taxons[4].locale est un champ obligatoire mais manquant
